serial,MAC_udid,asset_tag,device_name,username,real_name,email_address,position,department,building,room,,,,,,,,,,,,,,
C02TN3RBGFWM,,5008324794,unk-N3RBGFWM,,,,,,,,,,,,,,,,,,,,,
